Id,WnvPresent
1,0.0533021658987
2,0.0536929134409
3,0.0536929134409
4,0.0536929134409
5,0.0536929134409
6,0.0536929134409
7,0.0536929134409
8,0.0536929134409
9,0.0536929134409
10,0.0536929134409
11,0.0536929134409
12,0.0536929134409
13,0.0536929134409
14,0.0536929134409
15,0.0536929134409
16,0.0536929134409
17,0.0536929134409
18,0.0536929134409
19,0.0536929134409
20,0.0536929134409
21,0.0536929134409
22,0.0536929134409
23,0.0536929134409
24,0.0536929134409
25,0.0536929134409
26,0.0536929134409
27,0.0536929134409
28,0.0536929134409
29,0.0536929134409
30,0.0536929134409
31,0.0536929134409
32,0.0536929134409
33,0.0536929134409
34,0.0536929134409
35,0.0536929134409
36,0.0536929134409
37,0.0536929134409
38,0.0536929134409
39,0.0536929134409
40,0.0536929134409
41,0.0536929134409
42,0.0536929134409
43,0.0536929134409
44,0.0536929134409
45,0.0536929134409
46,0.0536929134409
47,0.0536929134409
48,0.0536929134409
49,0.0536929134409
50,0.0536929134409
51,0.0536929134409
52,0.0536929134409
53,0.0536929134409
54,0.0536929134409
55,0.0536929134409
56,0.0536929134409
57,0.0536929134409
58,0.0536929134409
59,0.0536929134409
60,0.0536929134409
61,0.0536929134409
62,0.0536929134409
63,0.0536929134409
64,0.0536929134409
65,0.0536929134409
66,0.0536929134409
67,0.0536929134409
68,0.0536929134409
69,0.0536929134409
70,0.0536929134409
71,0.0536929134409
72,0.0536929134409
73,0.0536929134409
74,0.0536929134409
75,0.0536929134409
76,0.0536929134409
77,0.0536929134409
78,0.0536929134409
79,0.0536929134409
80,0.0536929134409
81,0.0536929134409
82,0.0536929134409
83,0.0536929134409
84,0.0536929134409
85,0.0536929134409
86,0.0536929134409
87,0.0536929134409
88,0.0536929134409
89,0.0536929134409
90,0.0536929134409
91,0.0536929134409
92,0.0536929134409
93,0.0536929134409
94,0.0536929134409
95,0.0536929134409
96,0.0536929134409
97,0.0536929134409
98,0.0536929134409
99,0.0536929134409
100,0.0536929134409
101,0.0536929134409
102,0.0536929134409
103,0.0536929134409
104,0.0536929134409
105,0.0536929134409
106,0.0536929134409
107,0.0536929134409
108,0.0536929134409
109,0.0536929134409
110,0.0536929134409
111,0.0536929134409
112,0.0536929134409
113,0.0536929134409
114,0.0536929134409
115,0.0536929134409
116,0.0536929134409
117,0.0536929134409
118,0.0536929134409
119,0.0536929134409
120,0.0536929134409
121,0.0536929134409
122,0.0536929134409
123,0.0536929134409
124,0.0536929134409
125,0.0536929134409
126,0.0536929134409
127,0.0536929134409
128,0.0536929134409
129,0.0536929134409
130,0.0536929134409
131,0.0536929134409
132,0.0536929134409
133,0.0536929134409
134,0.0536929134409
135,0.0536929134409
136,0.0536929134409
137,0.0536929134409
138,0.0536929134409
139,0.0536929134409
140,0.0536929134409
141,0.0536929134409
142,0.0536929134409
143,0.0536929134409
144,0.0536929134409
145,0.0536929134409
146,0.0536929134409
147,0.0536929134409
148,0.0536929134409
149,0.0536929134409
150,0.0536929134409
151,0.0536929134409
152,0.0536929134409
153,0.0536929134409
154,0.0536929134409
155,0.0536929134409
156,0.0536929134409
157,0.0536929134409
158,0.0536929134409
159,0.0536929134409
160,0.0536929134409
161,0.0536929134409
162,0.0536929134409
163,0.0536929134409
164,0.0536929134409
165,0.0536929134409
166,0.0536929134409
167,0.0536929134409
168,0.0536929134409
169,0.0536929134409
170,0.0536929134409
171,0.0536929134409
172,0.0536929134409
173,0.0536929134409
174,0.0536929134409
175,0.0536929134409
176,0.0536929134409
177,0.0536929134409
178,0.0536929134409
179,0.0536929134409
180,0.0536929134409
181,0.0536929134409
182,0.0536929134409
183,0.0536929134409
184,0.0536929134409
185,0.0536929134409
186,0.0536929134409
187,0.0536929134409
188,0.0536929134409
189,0.0536929134409
190,0.0536929134409
191,0.0536929134409
192,0.0536929134409
193,0.0536929134409
194,0.0536929134409
195,0.0536929134409
196,0.0536929134409
197,0.0536929134409
198,0.0536929134409
199,0.0536929134409
200,0.0536929134409
201,0.0536929134409
202,0.0536929134409
203,0.0536929134409
204,0.0536929134409
205,0.0536929134409
206,0.0536929134409
207,0.0536929134409
208,0.0536929134409
209,0.0536929134409
210,0.0536929134409
211,0.0536929134409
212,0.0536929134409
213,0.0536929134409
214,0.0536929134409
215,0.0536929134409
216,0.0536929134409
217,0.0536929134409
218,0.0536929134409
219,0.0536929134409
220,0.0536929134409
221,0.0536929134409
222,0.0536929134409
223,0.0536929134409
224,0.0536929134409
225,0.0536929134409
226,0.0536929134409
227,0.0536929134409
228,0.0536929134409
229,0.0536929134409
230,0.0536929134409
231,0.0536929134409
232,0.0536929134409
233,0.0536929134409
234,0.0536929134409
235,0.0536929134409
236,0.0536929134409
237,0.0536929134409
238,0.0536929134409
239,0.0536929134409
240,0.0536929134409
241,0.0536929134409
242,0.0536929134409
243,0.0536929134409
244,0.0536929134409
245,0.0536929134409
246,0.0536929134409
247,0.0536929134409
248,0.0536929134409
249,0.0536929134409
250,0.0536929134409
251,0.0536929134409
252,0.0536929134409
253,0.0536929134409
254,0.0536929134409
255,0.0536929134409
256,0.0536929134409
257,0.0536929134409
258,0.0536929134409
259,0.0536929134409
260,0.0536929134409
261,0.0536929134409
262,0.0536929134409
263,0.0536929134409
264,0.0536929134409
265,0.0536929134409
266,0.0536929134409
267,0.0536929134409
268,0.0536929134409
269,0.0536929134409
270,0.0536929134409
271,0.0536929134409
272,0.0536929134409
273,0.0536929134409
274,0.0536929134409
275,0.0536929134409
276,0.0536929134409
277,0.0536929134409
278,0.0536929134409
279,0.0536929134409
280,0.0536929134409
281,0.0536929134409
282,0.0536929134409
283,0.0536929134409
284,0.0536929134409
285,0.0536929134409
286,0.0536929134409
287,0.0536929134409
288,0.0536929134409
289,0.0536929134409
290,0.0536929134409
291,0.0536929134409
292,0.0536929134409
293,0.0536929134409
294,0.0536929134409
295,0.0536929134409
296,0.0536929134409
297,0.0536929134409
298,0.0536929134409
299,0.0536929134409
300,0.0536929134409
301,0.0536929134409
302,0.0536929134409
303,0.0536929134409
304,0.0536929134409
305,0.0536929134409
306,0.0536929134409
307,0.0536929134409
308,0.0536929134409
309,0.0536929134409
310,0.0536929134409
311,0.0536929134409
312,0.0536929134409
313,0.0536929134409
314,0.0536929134409
315,0.0536929134409
316,0.0536929134409
317,0.0536929134409
318,0.0536929134409
319,0.0536929134409
320,0.0536929134409
321,0.0536929134409
322,0.0536929134409
323,0.0536929134409
324,0.0536929134409
325,0.0536929134409
326,0.0536929134409
327,0.0536929134409
328,0.0536929134409
329,0.0536929134409
330,0.0536929134409
331,0.0536929134409
332,0.0536929134409
333,0.0536929134409
334,0.0536929134409
335,0.0536929134409
336,0.0536929134409
337,0.0536929134409
338,0.0536929134409
339,0.0536929134409
340,0.0536929134409
341,0.0536929134409
342,0.0536929134409
343,0.0536929134409
344,0.0536929134409
345,0.0536929134409
346,0.0536929134409
347,0.0536929134409
348,0.0536929134409
349,0.0536929134409
350,0.0536929134409
351,0.0536929134409
352,0.0536929134409
353,0.0536929134409
354,0.0536929134409
355,0.0536929134409
356,0.0536929134409
357,0.0536929134409
358,0.0536929134409
359,0.0536929134409
360,0.0536929134409
361,0.0536929134409
362,0.0536929134409
363,0.0536929134409
364,0.0536929134409
365,0.0536929134409
366,0.0536929134409
367,0.0536929134409
368,0.0536929134409
369,0.0536929134409
370,0.0536929134409
371,0.0536929134409
372,0.0536929134409
373,0.0536929134409
374,0.0536929134409
375,0.0536929134409
376,0.0536929134409
377,0.0536929134409
378,0.0536929134409
379,0.0536929134409
380,0.0536929134409
381,0.0536929134409
382,0.0536929134409
383,0.0536929134409
384,0.0536929134409
385,0.0536929134409
386,0.0536929134409
387,0.0536929134409
388,0.0536929134409
389,0.0536929134409
390,0.0536929134409
391,0.0536929134409
392,0.0536929134409
393,0.0536929134409
394,0.0536929134409
395,0.0536929134409
396,0.0536929134409
397,0.0536929134409
398,0.0536929134409
399,0.0536929134409
400,0.0536929134409
401,0.0536929134409
402,0.0536929134409
403,0.0536929134409
404,0.0536929134409
405,0.0536929134409
406,0.0536929134409
407,0.0536929134409
408,0.0536929134409
409,0.0536929134409
410,0.0536929134409
411,0.0536929134409
412,0.0536929134409
413,0.0536929134409
414,0.0536929134409
415,0.0536929134409
416,0.0536929134409
417,0.0536929134409
418,0.0536929134409
419,0.0536929134409
420,0.0536929134409
421,0.0536929134409
422,0.0536929134409
423,0.0536929134409
424,0.0536929134409
425,0.0536929134409
426,0.0536929134409
427,0.0536929134409
428,0.0536929134409
429,0.0536929134409
430,0.0536929134409
431,0.0536929134409
432,0.0536929134409
433,0.0536929134409
434,0.0536929134409
435,0.0536929134409
436,0.0536929134409
437,0.0536929134409
438,0.0536929134409
439,0.0536929134409
440,0.0536929134409
441,0.0536929134409
442,0.0536929134409
443,0.0536929134409
444,0.0536929134409
445,0.0536929134409
446,0.0536929134409
447,0.0536929134409
448,0.0536929134409
449,0.0536929134409
450,0.0536929134409
451,0.0536929134409
452,0.0536929134409
453,0.0536929134409
454,0.0536929134409
455,0.0536929134409
456,0.0536929134409
457,0.0536929134409
458,0.0536929134409
459,0.0536929134409
460,0.0536929134409
461,0.0536929134409
462,0.0536929134409
463,0.0536929134409
464,0.0536929134409
465,0.0536929134409
466,0.0536929134409
467,0.0536929134409
468,0.0536929134409
469,0.0536929134409
470,0.0536929134409
471,0.0536929134409
472,0.0536929134409
473,0.0536929134409
474,0.0536929134409
475,0.0536929134409
476,0.0536929134409
477,0.0536929134409
478,0.0536929134409
479,0.0536929134409
480,0.0536929134409
481,0.0536929134409
482,0.0536929134409
483,0.0536929134409
484,0.0536929134409
485,0.0536929134409
486,0.0536929134409
487,0.0536929134409
488,0.0536929134409
489,0.0536929134409
490,0.0536929134409
491,0.0536929134409
492,0.0536929134409
493,0.0536929134409
494,0.0536929134409
495,0.0536929134409
496,0.0536929134409
497,0.0536929134409
498,0.0536929134409
499,0.0536929134409
500,0.0536929134409
501,0.0536929134409
502,0.0536929134409
503,0.0536929134409
504,0.0536929134409
505,0.0536929134409
506,0.0536929134409
507,0.0536929134409
508,0.0536929134409
509,0.0536929134409
510,0.0536929134409
511,0.0536929134409
512,0.0536929134409
513,0.0536929134409
514,0.0536929134409
515,0.0536929134409
516,0.0536929134409
517,0.0536929134409
518,0.0536929134409
519,0.0536929134409
520,0.0536929134409
521,0.0536929134409
522,0.0536929134409
523,0.0536929134409
524,0.0536929134409
525,0.0536929134409
526,0.0536929134409
527,0.0536929134409
528,0.0536929134409
529,0.0536929134409
530,0.0536929134409
531,0.0536929134409
532,0.0536929134409
533,0.0536929134409
534,0.0536929134409
535,0.0536929134409
536,0.0536929134409
537,0.0536929134409
538,0.0536929134409
539,0.0536929134409
540,0.0536929134409
541,0.0536929134409
542,0.0536929134409
543,0.0536929134409
544,0.0536929134409
545,0.0536929134409
546,0.0536929134409
547,0.0536929134409
548,0.0536929134409
549,0.0536929134409
550,0.0536929134409
551,0.0536929134409
552,0.0536929134409
553,0.0536929134409
554,0.0536929134409
555,0.0536929134409
556,0.0536929134409
557,0.0536929134409
558,0.0536929134409
559,0.0536929134409
560,0.0536929134409
561,0.0536929134409
562,0.0536929134409
563,0.0536929134409
564,0.0536929134409
565,0.0536929134409
566,0.0536929134409
567,0.0536929134409
568,0.0536929134409
569,0.0536929134409
570,0.0536929134409
571,0.0536929134409
572,0.0536929134409
573,0.0536929134409
574,0.0536929134409
575,0.0536929134409
576,0.0536929134409
577,0.0536929134409
578,0.0536929134409
579,0.0536929134409
580,0.0536929134409
581,0.0536929134409
582,0.0536929134409
583,0.0536929134409
584,0.0536929134409
585,0.0536929134409
586,0.0536929134409
587,0.0536929134409
588,0.0536929134409
589,0.0536929134409
590,0.0536929134409
591,0.0536929134409
592,0.0536929134409
593,0.0536929134409
594,0.0536929134409
595,0.0536929134409
596,0.0536929134409
597,0.0536929134409
598,0.0536929134409
599,0.0536929134409
600,0.0536929134409
601,0.0536929134409
602,0.0536929134409
603,0.0536929134409
604,0.0536929134409
605,0.0536929134409
606,0.0536929134409
607,0.0533021658987
608,0.0533021658987
609,0.0533021658987
610,0.0533021658987
611,0.0533021658987
612,0.0533021658987
613,0.0533021658987
614,0.0533021658987
615,0.0533021658987
616,0.0533021658987
617,0.0533021658987
618,0.0533021658987
619,0.0533021658987
