Id,WnvPresent
1,0.504850066193
2,0.385080313854
3,0.385080313854
4,0.385080313854
5,0.385080313854
6,0.385080313854
7,0.385080313854
8,0.385080313854
9,0.385080313854
10,0.385080313854
11,0.385080313854
12,0.385080313854
13,0.385080313854
14,0.385080313854
15,0.385080313854
16,0.385080313854
17,0.385080313854
18,0.385080313854
19,0.385080313854
20,0.385080313854
21,0.385080313854
22,0.385080313854
23,0.385080313854
24,0.385080313854
25,0.385080313854
26,0.385080313854
27,0.385080313854
28,0.385080313854
29,0.385080313854
30,0.385080313854
31,0.385080313854
32,0.385080313854
33,0.385080313854
34,0.385080313854
35,0.385080313854
36,0.385080313854
37,0.385080313854
38,0.385080313854
39,0.385080313854
40,0.385080313854
41,0.385080313854
42,0.385080313854
43,0.385080313854
44,0.385080313854
45,0.385080313854
46,0.385080313854
47,0.385080313854
48,0.385080313854
49,0.385080313854
50,0.385080313854
51,0.385080313854
52,0.385080313854
53,0.385080313854
54,0.385080313854
55,0.385080313854
56,0.385080313854
57,0.385080313854
58,0.385080313854
59,0.385080313854
60,0.385080313854
61,0.385080313854
62,0.385080313854
63,0.385080313854
64,0.385080313854
65,0.385080313854
66,0.385080313854
67,0.385080313854
68,0.385080313854
69,0.385080313854
70,0.385080313854
71,0.385080313854
72,0.385080313854
73,0.385080313854
74,0.385080313854
75,0.385080313854
76,0.385080313854
77,0.385080313854
78,0.385080313854
79,0.385080313854
80,0.385080313854
81,0.385080313854
82,0.385080313854
83,0.385080313854
84,0.385080313854
85,0.385080313854
86,0.385080313854
87,0.385080313854
88,0.385080313854
89,0.385080313854
90,0.385080313854
91,0.385080313854
92,0.385080313854
93,0.385080313854
94,0.385080313854
95,0.385080313854
96,0.385080313854
97,0.385080313854
98,0.385080313854
99,0.385080313854
100,0.385080313854
101,0.385080313854
102,0.385080313854
103,0.385080313854
104,0.385080313854
105,0.385080313854
106,0.385080313854
107,0.385080313854
108,0.385080313854
109,0.385080313854
110,0.385080313854
111,0.385080313854
112,0.385080313854
113,0.385080313854
114,0.385080313854
115,0.385080313854
116,0.385080313854
117,0.385080313854
118,0.385080313854
119,0.385080313854
120,0.385080313854
121,0.385080313854
122,0.385080313854
123,0.385080313854
124,0.385080313854
125,0.385080313854
126,0.385080313854
127,0.385080313854
128,0.385080313854
129,0.385080313854
130,0.385080313854
131,0.385080313854
132,0.385080313854
133,0.385080313854
134,0.385080313854
135,0.385080313854
136,0.385080313854
137,0.385080313854
