Id,WnvPresent
1,0.0202804861119
2,0.0111833999771
3,0.0111833999771
4,0.0111833999771
5,0.0111833999771
6,0.0111833999771
7,0.0111833999771
8,0.0111833999771
9,0.0111833999771
10,0.0111833999771
11,0.0111833999771
12,0.0111833999771
13,0.0111833999771
14,0.0111833999771
15,0.0111833999771
16,0.0111833999771
17,0.0111833999771
18,0.0111833999771
19,0.0111833999771
20,0.0111833999771
21,0.0111833999771
22,0.0111833999771
23,0.0111833999771
24,0.0111833999771
25,0.0111833999771
26,0.0111833999771
27,0.0111833999771
28,0.0111833999771
29,0.0111833999771
30,0.0111833999771
31,0.0111833999771
32,0.0111833999771
33,0.0111833999771
34,0.0111833999771
35,0.0111833999771
36,0.0111833999771
37,0.0111833999771
38,0.0111833999771
39,0.0111833999771
40,0.0111833999771
41,0.0111833999771
42,0.0111833999771
43,0.0111833999771
44,0.0111833999771
45,0.0111833999771
46,0.0111833999771
47,0.0111833999771
48,0.0111833999771
49,0.0111833999771
50,0.0111833999771
51,0.0111833999771
52,0.0111833999771
53,0.0111833999771
54,0.0111833999771
55,0.0111833999771
56,0.0111833999771
57,0.0111833999771
58,0.0111833999771
59,0.0111833999771
60,0.0111833999771
61,0.0111833999771
62,0.0111833999771
63,0.0111833999771
64,0.0111833999771
65,0.0111833999771
66,0.0111833999771
67,0.0111833999771
68,0.0111833999771
69,0.0111833999771
70,0.0111833999771
71,0.0111833999771
72,0.0111833999771
73,0.0111833999771
74,0.0111833999771
75,0.0111833999771
76,0.0111833999771
77,0.0111833999771
78,0.0111833999771
79,0.0111833999771
80,0.0111833999771
81,0.0111833999771
82,0.0111833999771
83,0.0111833999771
84,0.0111833999771
85,0.0111833999771
86,0.0111833999771
87,0.0111833999771
88,0.0111833999771
89,0.0111833999771
90,0.0111833999771
91,0.0111833999771
92,0.0111833999771
93,0.0111833999771
94,0.0111833999771
95,0.0111833999771
96,0.0111833999771
97,0.0111833999771
98,0.0111833999771
99,0.0111833999771
100,0.0111833999771
101,0.0111833999771
102,0.0111833999771
103,0.0111833999771
104,0.0111833999771
105,0.0111833999771
106,0.0111833999771
107,0.0111833999771
108,0.0111833999771
109,0.0111833999771
110,0.0111833999771
111,0.0111833999771
112,0.0111833999771
113,0.0111833999771
114,0.0111833999771
115,0.0111833999771
116,0.0111833999771
117,0.0111833999771
118,0.0111833999771
119,0.0111833999771
120,0.0111833999771
121,0.0111833999771
122,0.0111833999771
123,0.0111833999771
124,0.0111833999771
125,0.0111833999771
126,0.0111833999771
127,0.0111833999771
128,0.0111833999771
129,0.0111833999771
130,0.0111833999771
131,0.0111833999771
132,0.0111833999771
133,0.0111833999771
134,0.0111833999771
135,0.0111833999771
136,0.0111833999771
137,0.0111833999771
138,0.0111833999771
139,0.0111833999771
140,0.0111833999771
141,0.0111833999771
142,0.0111833999771
143,0.0111833999771
144,0.0111833999771
145,0.0111833999771
146,0.0111833999771
147,0.0111833999771
